acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,ang_acc_roll,ang_acc_pitch,ang_acc_yaw,ang_vel_roll,ang_vel_pitch,ang_vel_yaw,x,y,z,roll,pitch,yaw,u1,u2,u3,x1,x2,x3,x4,x5,x6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000004768371582,0.0,0.0,0.0,0.0,0.0
1.9999999481084823,0.0,0.0,0.009999999533722157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000001907348633,0.0,0.0,0.0,0.0,0.0
1.9999999481084823,0.0,0.0,0.019999999067444315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000004768371582,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.029999998044540382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
1.9999994695519103,0.0,0.0,0.03999999527132242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.049999994248418486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.05999999322551455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000004768371582,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.06999999220261062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012333464110270143,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.07999999117970667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974773559719324,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.08999999015680274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020085927098989487,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
2.0000013841893396,0.0,0.0,0.09999999677221673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002466693054884672,0.0,-19.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,10.000003814697266,0.0,0.0,0.0,0.0,0.0
